smiles,TPA
CCCCCCCCN(CCCCCCCC)c1ccc(/C=C/c2ccc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(CCCCCCCC)CCCCCCCC)cc6)o5)cc4)cc3)o2)cc1,6.721425701
CCCCCCN(CCCCCC)c1ccc(/C=C/c2ccc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(CCCCCC)CCCCCC)cc6)s5)cc4)cc3)s2)cc1,8.006367568
CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(N(CCCCCC)CCCCCC)cc3)ccc2-c2ccc(C#Cc3ccc(N(CCCCCC)CCCCCC)cc3)cc21,7.090076836
CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N(C)C)cc3)ccc2-c2ccc(/C=C/c3ccc(N(C)C)cc3)cc21,4.787491743
CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N)cc3)ccc2-c2ccc(/C=C/c3ccc(N)cc3)cc21,6.01615716
CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N(CCCC)CCCC)cc3)ccc2-c2ccc(/C=C/c3ccc(N(CCCC)CCCC)cc3)cc21,7.13089883
CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N4CCCCC4)s3)ccc2-c2ccc(/C=C/c3ccc(N4CCCCC4)s3)cc21,4.605170186
CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(N5CCCCC5)s4)s3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(N5CCCCC5)s4)s3)cc21,6.745236349
CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc21,6.956545443
CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)cc3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc21,7.677863501
CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)s3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)s3)cc21,8.612503371
CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(/C=C/c4ccc(N(CCCCCCCC)CCCCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C/c4ccc(N(CCCCCCCC)CCCCCCCC)cc4)cc3)cc21,7.60090246
CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/C=C/c3ccc(N(CCCC)CCCC)cc3)ccc2-c2ccc(/C=C/C=C/c3ccc4c(c3)C(CCCCCCCCC)(CCCCCCCCC)c3cc(/C=C/C=C/c5ccc6c(c5)C(CCCCCCCCC)(CCCCCCCCC)c5cc(/C=C/C=C/c7ccc(N(CCCC)CCCC)cc7)ccc5-6)ccc3-4)cc21,8.14612951
CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(/C=C/c4ccc(S(=O)OCCCCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C/c4ccc(S(=O)OCCCCCCCC)cc4)cc3)cc21,6.413458957
CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(S(=O)OCCCCCCCC)cc3)ccc2-c2ccc(C#Cc3ccc(S(=O)OCCCCCCCC)cc3)cc21,3.970291914
CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(S(=O)OC(F)(F)F)cc3)ccc2-c2ccc(C#Cc3ccc(S(=O)OC(F)(F)F)cc3)cc21,4.418840608
CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(S(=O)OC)cc4)cc3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(S(=O)OC)cc4)cc3)cc21,6.956545443
Cc1nc(C)nc(/C=C/c2ccc(N(C)C)cc2)n1,5.828945618
CN(C)c1ccc(C=Cc2nc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,7.783224016
Cc1nc(C=Cc2ccc(N(C)C)cc2)nc(/C=C/c2ccc(N(C)C)cc2)n1,7.003065459
Cc1nc(/C=C/c2ccc(N3CCCCC3)cc2)nc(/C=C/c2ccc(N3CCCCC3)cc2)n1,7.204149292
C(=C/c1nc(/C=C/c2ccc(N3CCCCC3)cc2)nc(/C=C/c2ccc(N3CCCCC3)cc2)n1)\c1ccc(N2CCCCC2)cc1,7.833203949
Cc1nc(C)nc(/C=C/c2ccc(N3CCCCC3)cc2)n1,5.894402834
COc1ccc(-c2cnc(-c3ccnc(CN(Cc4cccc(F)n4)Cc4cccc(F)n4)c3)o2)cc1,3.433987204
N#Cc1cc(/C=C/c2ccc(N3CCOCCOCCOCCOCC3)cc2)c(C#N)cc1/C=C/c1ccc(N2CCOCCOCCOCCOCC2)cc1,7.696212639
CN(C)c1ccc(/C=C/c2cc(C#N)c(/C=C/c3ccc(N4CCOCCOCCOCCOCC4)cc3)cc2C#N)cc1,7.495541944
CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C1\O[B-](F)(F)Oc2c1c(=O)oc1cc(N(CC)CC)ccc21)=[O+][B-](F)(F)O3,7.972466016
CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C/C=C1\O[B-](F)(F)Oc2c1c(=O)oc1cc(N(CC)CC)ccc21)=[O+][B-](F)(F)O3,9.082507
CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C/C=C/C=C1\O[B-](F)(F)Oc2c1c(=O)oc1cc(N(CC)CC)ccc21)=[O+][B-](F)(F)O3,9.61580548
CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C1/C=C(/C=C/C=C2\O[B-](F)(F)Oc4c2c(=O)oc2cc(N(CC)CC)ccc42)CC(C)(C)C1)=[O+][B-](F)(F)O3,9.740968623
CCOc1ccc(N(c2ccc(/C=C/c3ccc(N)cc3)cc2)c2ccc(OCC)cc2)cc1,6.267200549
CCOc1ccc(N(c2ccc(/C=C(\C#N)c3ccc(N)cc3)cc2)c2ccc(OCC)cc2)cc1,5.991464547
Clc1nc(Cl)nc(Nc2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)n1,3.401197382
CCOc1ccc(N(c2ccc(/C=C/c3ccc(Nc4nc(Cl)nc(Cl)n4)cc3)cc2)c2ccc(OCC)cc2)cc1,4.382026635
Clc1nc(Nc2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)nc(Nc2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)n1,5.298317367
CCOc1ccc(N(c2ccc(/C=C/c3ccc(Nc4nc(Cl)nc(Nc5ccc(/C=C/c6ccc(N(c7ccc(OCC)cc7)c7ccc(OCC)cc7)cc6)cc5)n4)cc3)cc2)c2ccc(OCC)cc2)cc1,5.736572297
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc(Nc3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)n2)cc1,5.438079309
COC(=O)c1cc2ccc3cc(OC)ccc3c2oc1=O,4.86753445
COC(=O)c1cc2ccc3cc(O)ccc3c2oc1=O,5.598421959
COC(=O)c1cc2ccc3cc(N(C)C)ccc3c2oc1=O,5.857933154
CN(C)c1ccc2c(ccc3cc(C#N)c(=O)oc32)c1,6.173786104
CN(C)/C=C/c1c(C#N)c(/C=C/N(C)C)c(C#N)c(/C=C/N(C)C)c1C#N,5.272999559
N#Cc1c(/C=C/N2CCCCC2)c(C#N)c(/C=C/N2CCCCC2)c(C#N)c1/C=C/N1CCCCC1,5.703782475
CCN(CC)c1ccc(/C=C/c2c(C#N)c(/C=C/c3ccc(N(CC)CC)cc3)c(C#N)c(/C=C/c3ccc(N(CC)CC)cc3)c2C#N)cc1,4.941642423
N#Cc1c(/C=C/c2ccc(N3CCCCC3)cc2)c(C#N)c(/C=C/c2ccc(N3CCCCC3)cc2)c(C#N)c1/C=C/c1ccc(N2CCCCC2)cc1,7.286191715
N#Cc1c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,7.824046011
N#Cc1c(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(C#N)c(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(C#N)c1/C=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,7.863266724
CCCCc1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(-c7nnc(-c8ccc(CCCC)cc8)o7)cc6)cc5)c5ccc(/C=C/c6cccc(-c7nnc(-c8ccc(CCCC)cc8)o7)c6)cc5)cc4)cc3)o2)cc1,6.109247583
N#Cc1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(C#N)cc4)cc3)c3ccc(/C=C/c4ccc(C#N)cc4)cc3)cc2)cc1,5.438079309
N#CC(C#N)=Cc1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(C=C(C#N)C#N)cc4)cc3)c3ccc(/C=C/c4ccc(C=C(C#N)C#N)cc4)cc3)cc2)cc1,7.090076836
CCCCc1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(/C=C/c5ccc(N(c6ccc(/C=C/c7ccc(/C=C/c8ccc(-c9nnc(-c%10ccc(CCCC)cc%10)o9)cc8)cc7)cc6)c6ccc(/C=C/c7ccc(/C=C/c8cccc(-c9nnc(-c%10ccc(CCCC)cc%10)o9)c8)cc7)cc6)cc5)cc4)cc3)o2)cc1,6.877296071
N#Cc1ccc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc(/C=C/c6ccc(C#N)cc6)cc5)cc4)c4ccc(/C=C/c5ccc(/C=C/c6cccc(C#N)c6)cc5)cc4)cc3)cc2)cc1,6.768493212
N#C/C(=C\c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(/C=C(\C#N)c5ccc(C#N)cc5)cc4)cc3)c3ccc(/C=C/c4ccc(/C=C(\C#N)c5cccc(C#N)c5)cc4)cc3)cc2)cc1)c1ccc(C#N)cc1,6.606650186
N#C/C(=C\c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(/C=C(\C#N)c5ccc(-c6ccccc6)cc5)cc4)cc3)c3ccc(/C=C/c4ccc(/C=C(\C#N)c5cccc(-c6ccccc6)c5)cc4)cc3)cc2)cc1)c1ccc(-c2ccccc2)cc1,7.244227516
C(=C/c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(/C=C/c5ccncc5)cc4)cc3)c3ccc(/C=C/c4ccc(/C=C/c5ccncc5)cc4)cc3)cc2)cc1)\c1ccncc1,7.43838353
C(#Cc1ccc(N(c2ccc(C#Cc3ccncc3)cc2)c2ccc(C#Cc3ccncc3)cc2)cc1)c1ccncc1,5.940171253
C(#Cc1ccc(C#Cc2ccc(N(c3ccc(C#Cc4ccc(C#Cc5ccncc5)cc4)cc3)c3ccc(C#Cc4ccc(C#Cc5ccncc5)cc4)cc3)cc2)cc1)c1ccncc1,7.170119543
CCCCN(CCCC)c1ccc(/C=C/c2cc(OC)c(/C=C/c3ccc(N(CCCC)CCCC)cc3)cc2OC)cc1,6.802394763
CCCCCCCCCCCCOc1cc(/C=C/c2cc(OC)c(C=C(C#N)C#N)cc2OC)c(OCCCCCCCCCCCC)cc1/C=C/c1cc(OC)c(C=C(C#N)C#N)cc1OC,6.173786104
CCCCCCCCCCCCOc1cc(/C=C/c2cc(OC)c(C=C3C(=O)N(CC)C(=S)N(CC)C3=O)cc2OC)c(OCCCCCCCCCCCC)cc1/C=C/c1cc(OC)c(C=C2C(=O)N(CC)C(=S)N(CC)C2=O)cc1OC,7.467371067
CCCCCCCCCCCCOc1cc(/C=C/c2cc(OC)c(/C=C3/C(=C(C#N)C#N)c4ccccc4S3(=O)=O)cc2OC)c(OCCCCCCCCCCCC)cc1/C=C/c1cc(OC)c(/C=C2/C(=C(C#N)C#N)c3ccccc3S2(=O)=O)cc1OC,8.38935982
CCCCN(CCCC)c1ccc(/C=C/C=C/c2cc(OC)c(/C=C/C=C/c3ccc(N(CCCC)CCCC)cc3)cc2OC)cc1,7.13089883
Brc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(Br)cc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,6.109247583
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(-c7ccc8c(c7)C(CCCCCC)(CCCCCC)c7ccccc7-8)ccc5-6)ccc3-4)cc21,6.396929655
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-],4.304065093
CN(C)c1ccc(C#Cc2c(C#N)c(C#Cc3ccc(N(C)C)cc3)c(C#N)c(C#Cc3ccc(N(C)C)cc3)c2C#N)cc1,6.368187186
CCCCCCN(CCCCCC)c1ccc(/C=C/c2c(C#N)c(/C=C/c3ccc(N(CCCCCC)CCCCCC)cc3)c(C#N)c(/C=C/c3ccc(N(CCCCCC)CCCCCC)cc3)c2C#N)cc1,8.075582637
CCCCCCN(CCCCCC)c1ccc(/C=C/c2c(C#N)c(/C=C/c3ccc(N(C)CCO)cc3)c(C#N)c(/C=C/c3ccc(N(C)CCO)cc3)c2C#N)cc1,8.009695358
CCCCCCN(CCCCCC)c1ccc(/C=C/c2c(C#N)c(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2C#N)cc1,8.593227878
CCCCN(CCCC)c1ccc(/C=C/c2ccc3c(c2)CCc2cc(/C=C/c4ccc(N(CCCC)CCCC)cc4)ccc2-3)cc1,7.038783541
CS(=O)(=O)c1ccc(/C=C/c2ccc3c(c2)CCc2cc(/C=C/c4ccc(S(C)(=O)=O)cc4)ccc2-3)cc1,5.010635294
O=Cc1ccc(/C=C/c2ccc3c(c2)CCc2cc(/C=C/c4ccc(C=O)cc4)ccc2-3)cc1,5.828945618
FC(F)(F)c1ccc(/C=C/c2cc3sc4cc(/C=C/c5ccc(C(F)(F)F)cc5)sc4c3s2)cc1,4.605170186
CCCCN(CCCC)c1ccc(/C=C/c2cc3sc4cc(/C=C/c5ccc(N(CCCC)CCCC)cc5)sc4c3s2)cc1,6.063785209
Nc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,4.787491743
CN(C)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,4.317488114
CN(C)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,5.164785974
CN(C)c1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)cc1,4.317488114
CN(C)c1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1,4.905274778
CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,5.247024072
O=Cc1ccc(/C=C/c2nc3ccccc3s2)cc1,3.17805383
O=Cc1ccc(/C=C/c2nc3ccccc3o2)cc1,3.951243719
O=Cc1ccc(/C=C/c2nc3ccccc3[nH]2)cc1,5.192956851
CCCCCCN(CCCCCC)c1ccc(/C=C/c2ccc(-c3cc(-c4ccc(/C=C/c5ccc(N(CCCCCC)CCCCCC)cc5)cc4)cc(-c4ccc(/C=C/c5ccc(N(CCCCCC)CCCCCC)cc5)cc4)c3)cc2)cc1,6.008813185
CCCCCCN(CCCCCC)c1ccc(/C=C/c2ccc(-c3cc(-c4ccc(/C=C/c5ccc(-c6cc(-c7ccc(/C=C/c8ccc(-c9cc(-c%10ccc(/C=C/c%11ccc(N(CCCCCC)CCCCCC)cc%11)cc%10)cc(-c%10ccc(/C=C/c%11ccc(N(CCCCCC)CCCCCC)cc%11)cc%10)c9)cc8)cc7)cc(-c7ccc(/C=C/c8ccc(-c9cc(-c%10ccc(/C=C/c%11ccc(N(CCCCCC)CCCCCC)cc%11)cc%10)cc(-c%10ccc(/C=C/c%11ccc(N(CCCCCC)CCCCCC)cc%11)cc%10)c9)cc8)cc7)c6)cc5)cc4)cc(-c4ccc(/C=C/c5ccc(N(CCCCCC)CCCCCC)cc5)cc4)c3)cc2)cc1,6.682108597
COc1ccc(N(c2ccccc2)c2ccc(/C=C/c3cc(C#N)c(/C=C/c4ccc(N(c5ccccc5)c5ccc(OC)cc5)cc4)cc3C#N)cc2)cc1,7.207859871
COc1ccc(N(c2ccc(/C=C/c3cc(C#N)c(/C=C/c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)cc3C#N)cc2)c2ccc(OC)cc2)cc1,7.718685495
N#Cc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4cc(C#N)c(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4C#N)cc3)cc2)c(C#N)cc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,8.006367568
N#Cc1cc(/C=C/c2ccc(N(c3ccc(/C=C/c4cc(C#N)c(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4C#N)cc3)c3ccc(/C=C/c4cc(C#N)c(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4C#N)cc3)cc2)c(C#N)cc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,8.517193191
CCN(CC)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(CC)CC)cc3)c(/C=C/c3ccc(N(CC)CC)cc3)cc2/C=C/c2ccc(N(CC)CC)cc2)cc1,6.697034248
CCCCN(CCCC)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(CCCC)CCCC)cc3)c(/C=C/c3ccc(N(CCCC)CCCC)cc3)cc2/C=C/c2ccc(N(CCCC)CCCC)cc2)cc1,6.937314081
CCCCCOc1cc(/C=C/c2ccc(-c3nc4ccccc4s3)cc2)c(OCCCCC)cc1/C=C/c1ccc(-c2nc3ccccc3s2)cc1,6.255750042
CCCCCCOc1ccc(-c2nnc(-c3ccc(/C=C/c4cc(OCCCCC)c(C(C)=O)cc4OCCCCC)cc3)o2)cc1,2.564949357
CCCCCOc1cc(/C=C/c2ccc(-c3nc4ccccc4s3)cc2)c(OCCCCC)cc1C=O,3.258096538
CCCCCCOc1ccc(-c2nnc(-c3ccc(/C=C/c4cc(OCCCCC)c(/C=C/c5ccc(-c6nnc(-c7ccc(OCCCCCC)cc7)o6)cc5)cc4OCCCCC)cc3)o2)cc1,6.133398043
CC(C)(C)c1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)o2)cc1,4.588634217
CC(C)(C)c1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)o2)cc1,4.646312129
CC(C)(C)c1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4cc5cccc6c5c5c(cccc45)CC6)cc3)o2)cc1,4.905274778
CCn1c2cc(N(c3ccccc3)c3ccc(-c4nnc(-c5ccc(C(C)(C)C)cc5)o4)cc3)ccc2c2ccc(N(c3ccccc3)c3ccc(-c4nnc(-c5ccc(C(C)(C)C)cc5)o4)cc3)cc21,6.355412975
N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,5.538514672
N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccc3ccccc3c2)cc1,6.293049525
N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3cc4cccc5ccc6cccc3c6c54)cc2)cc1)c1ccc(N(c2ccccc2)c2cc3cccc4ccc5cccc2c5c43)cc1,7.073269717
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4nnc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)o4)s3)cc2)cc1,7.237059026
C(#Cc1ccc(-c2nnc(-c3ccc(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)o2)s1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,6.904550148
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)nn4)s3)cc2)cc1,7.273786318
CCCCCCOCc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)o2)cc1,4.94875989
CCCCCCOCc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)o2)cc1,4.96284463
CCC1(CC)c2cc(/C=C/c3ccc(-c4nc5ccccc5s4)cc3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,6.263398263
CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(N(CCCC)CCCC)cc3)c(C#Cc3ccc(N(CCCC)CCCC)cc3)cc2C#Cc2ccc(N(CCCC)CCCC)cc2)cc1,6.29156914
CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(N)n2)cc1,6.098074282
CCN(CC)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(CC)CC)cc3)nc(N)n2)cc1,6.380122537
Nc1nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1,6.697034248
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(C#N)cc2)cc1,6.522092798
N#Cc1ccc(C#Cc2ccc(N(CCO)CCO)cc2)cc1,6.507277712
CCCCCCN(CCCCCC)c1ccc(/C=C/c2cc(C)nc(OCCCC(=O)OCC)n2)cc1,4.094344562
CCOC(=O)CCCOc1nc(/C=C/c2ccc(N(C)C)cc2)cc(/C=C/c2ccc(N(C)C)cc2)n1,5.135798437
CCCCCCN(CCCCCC)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(CCCCCC)CCCCCC)cc3)nc(OCCCC(=O)OCC)n2)cc1,5.899897354
CCOC(=O)CCCOc1nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1,6.152732695
CCn1c2ccccc2c2cc(/C=C/c3nc(C)nc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)n3)ccc21,5.983936281
CCn1c2ccccc2c2cc(/C=C/c3nc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)nc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)n3)ccc21,6.901737207
CCCCN(CCCC)c1ccc(/C=C/C=C/c2ccc(N(C)C)cc2)cc1,5.521460918
CCCCN(CCCC)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,5.438079309
CCCCN(CCCC)c1ccc(/C=C/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,5.991464547
CCCCN(CCCC)c1ccc(/C=C/C=C/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,7.170119543
CCCCCCCCCCCCCOc1cc(/C=C/c2cc(OC)c(/C=C/c3ccc(N(CCCC)CCCC)cc3)cc2OC)c(OCCCCCCCCCCCCC)cc1/C=C/c1cc(OC)c(/C=C/c2ccc(N(CCCC)CCCC)cc2)cc1OC,7.279318835
CCCCCCCCCCCCCOc1cc(/C=C/c2cccc(N(c3ccccc3)c3cccc(C)c3)c2)c(OCCCCCCCCCCCCC)cc1/C=C/c1ccc(N(c2ccccc2)c2cccc(C)c2)cc1,6.802394763
Cc1cccc(N(c2ccccc2)c2ccc(/C=C/c3ccc(/C=C/c4cccc(N(c5ccccc5)c5cccc(C)c5)c4)cc3)cc2)c1,6.684611728
C(=C/c1cccc(N(c2ccccc2)c2ccccc2)c1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,5.272999559
COc1cc(/C=C/c2ccc([N+](=O)[O-])cc2)c(OCCCCCCCCCCCS)cc1/C=C/c1ccc([N+](=O)[O-])cc1,5.093750201
